ActivityID,certification_name,slots_offered,volunteers_signed_up
3275,Staff,1,0
3275,Trail Guide,3,1
3275,Trainee,2,0
3278,Staff,1,0
3278,Trail Guide,3,3
3278,Trainee,2,2
3279,Staff,1,0
3279,Trail Guide,3,2
3279,Trainee,2,1
3280,Trail Guide,3,1
3280,Trainee,2,0
3282,Staff,1,0
3282,Trail Guide,4,4
3282,Trainee,2,0
3284,Trail Guide,3,1
3284,Trainee,2,0
3286,Trail Guide,3,3
3286,Trainee,2,0
3347,Camera Trap,2,1
3348,Camera Trap,2,2
3349,NULL,1,2
3350,Camera Trap,2,2
3351,Camera Trap,2,2
3358,Trail Guide,2,2
3359,Staff,1,0
3359,Trail Guide,3,3
3359,Trainee,2,1
13009,Camera Trap,2,2
13042,Staff,1,0
13042,Trail Guide,3,2
13042,Trainee,2,0
13043,Staff,1,0
13043,Trail Guide,3,1
13043,Trainee,2,0
13044,Staff,1,0
13044,Trail Guide,3,2
13044,Trainee,2,0
13045,Staff,1,0
13045,Trail Guide,3,2
13045,Trainee,2,0
13047,Staff,1,0
13047,Trail Guide,3,2
13047,Trainee,2,0
13049,Staff,1,0
13049,Trail Guide,3,1
13049,Trainee,2,0
13051,Staff,1,0
13051,Trail Guide,3,2
13051,Trainee,2,0
13069,NULL,3,0
13069,Trail Boss,1,1
13077,Staff,1,0
13077,Trail Guide,3,3
13077,Trainee,2,0
13089,Land Steward,3,1
13089,Staff,1,1
13089,Trail Guide,3,0
13089,Trainee,3,0
13094,Land Steward,3,0
13094,Trail Guide,3,0
13094,Trainee,3,1
13107,Land Steward,3,1
13107,Staff,1,0
13107,Trail Guide,3,1
13107,Trainee,3,0
13109,Trail Guide,2,2
13115,Land Steward,3,0
13115,Staff,1,0
13115,Trail Guide,3,0
13115,Trainee,3,0
13119,Staff,1,0
13119,Trail Guide,3,3
13119,Trainee,2,0
13120,NULL,3,0
13120,Staff,1,0
13120,Trail Guide,3,2
13120,Trainee,2,0
13121,Staff,1,0
13121,Trail Guide,3,1
13121,Trainee,2,0
13124,Staff,1,0
13124,Trail Guide,3,3
13124,Trainee,2,0
13127,Camera Trap,2,2
13129,Staff,1,0
13129,Trail Guide,5,4
13129,Trainee,2,2
13130,Staff,1,0
13130,Trail Guide,5,5
13130,Trainee,2,0
13131,Staff,1,0
13131,Trail Guide,5,3
13131,Trainee,2,0
13132,Staff,1,0
13132,Trail Guide,5,4
13132,Trainee,2,0
13133,Staff,1,0
13133,Trail Guide,5,4
13133,Trainee,2,0
13134,Staff,1,0
13134,Trail Guide,6,6
13134,Trainee,2,0
13135,Staff,1,0
13135,Trail Guide,5,4
13135,Trainee,2,0
13136,Staff,1,0
13136,Trail Guide,5,5
13136,Trainee,2,2
13137,Staff,1,0
13137,Trail Guide,5,4
13137,Trainee,2,0
13138,Staff,1,0
13138,Trail Guide,5,3
13138,Trainee,2,0
13139,Staff,1,0
13139,Trail Guide,5,2
13139,Trainee,2,0
13140,Staff,1,0
13140,Trail Guide,5,2
13140,Trainee,2,0
13144,Staff,1,1
13144,Trail Guide,5,2
13144,Trainee,2,0
13145,Staff,1,0
13145,Trail Guide,5,2
13145,Trainee,2,0
13146,Staff,1,0
13146,Trail Guide,5,4
13146,Trainee,2,0
13147,Staff,1,0
13147,Trail Guide,5,3
13147,Trainee,2,0
13148,Staff,1,0
13148,Trail Guide,5,3
13148,Trainee,2,0
13149,Staff,1,0
13149,Trail Guide,5,1
13149,Trainee,2,0
13150,Staff,1,0
13150,Trail Guide,5,2
13150,Trainee,2,0
13151,Staff,1,0
13151,Trail Guide,5,3
13151,Trainee,2,0
13152,Staff,1,0
13152,Trail Guide,5,2
13152,Trainee,2,0
13153,Staff,1,0
13153,Trail Guide,5,2
13153,Trainee,2,0
13154,Staff,1,0
13154,Trail Guide,5,2
13154,Trainee,2,0
13155,Staff,1,0
13155,Trail Guide,5,4
13155,Trainee,2,0
13156,Staff,1,0
13156,Trail Guide,5,5
13156,Trainee,2,0
13157,Trail Guide,8,4
13157,Trainee,2,0
13158,Trail Guide,8,5
13158,Trainee,2,0
13159,Trail Guide,8,6
13159,Trainee,2,0
13160,Trail Guide,8,8
13160,Trainee,2,0
13161,Trail Guide,8,7
13161,Trainee,2,0
13162,Trail Guide,8,5
13162,Trainee,2,0
13163,Trail Guide,8,6
13163,Trainee,2,0
13164,Trail Guide,8,7
13164,Trainee,2,0
13165,Trail Guide,8,4
13165,Trainee,2,1
13166,Trail Guide,8,6
13166,Trainee,2,0
13167,Trail Guide,8,5
13167,Trainee,2,1
13174,Docent,2,2
13174,Land Steward,3,0
13174,Staff,1,1
13174,Trail Guide,3,1
13174,Trainee,3,1
13182,Land Steward,3,1
13182,Staff,1,1
13182,Trail Guide,3,0
13182,Trainee,3,1
13184,Land Steward,3,1
13184,Staff,1,0
13184,Trail Guide,3,0
13184,Trainee,3,1
13244,Trail Guide,6,6
13246,NULL,3,1
13249,Staff,1,0
13249,Trail Guide,8,6
13249,Trainee,2,0
13254,Land Steward,5,3
13254,Trail Guide,5,3
13254,Trainee,5,1
13260,Land Steward,5,1
13260,Staff,3,2
13260,Trail Guide,5,2
13260,Trainee,5,1
13277,Camera Trap,2,2
13306,Camera Trap,2,2
13307,Camera Trap,2,2
13352,Camera Trap,1,1
13414,Staff,1,0
13414,Trail Guide,3,1
13414,Trainee,2,0
13472,Docent,1,1
13472,Staff,10,4
13472,Trainee,30,11
13558,Camera Trap,2,2
13559,Camera Trap,2,2
13560,Camera Trap,2,2
13561,Camera Trap,2,2
13562,Camera Trap,2,2
13665,Staff,1,0
13665,Trail Guide,3,3
13665,Trainee,2,0
13721,Trail Guide,6,6
13727,Trail Guide,3,1
13751,Staff,1,0
13751,Trail Guide,3,3
13751,Trainee,2,0
13766,Staff,1,0
13766,Trail Guide,3,3
13766,Trainee,2,0
13767,Staff,1,0
13767,Trail Guide,3,2
13767,Trainee,2,0
13768,Staff,1,0
13768,Trail Guide,3,1
13768,Trainee,2,1
13769,Staff,1,0
13769,Trail Guide,3,2
13769,Trainee,2,0
13770,Staff,1,0
13770,Trail Guide,4,4
13770,Trainee,2,0
13771,Staff,1,0
13771,Trail Guide,3,3
13771,Trainee,2,1
13772,Staff,1,1
13772,Trail Guide,3,0
13772,Trainee,2,1
13774,Staff,1,0
13774,Trail Guide,3,2
13774,Trainee,2,0
13775,Staff,1,0
13775,Trail Guide,3,1
13775,Trainee,2,0
13788,Land Steward,3,2
13788,Staff,1,1
13788,Trail Guide,3,0
13788,Trainee,3,1
13801,Staff,1,0
13801,Trail Guide,6,6
13801,Trainee,2,0
13812,Land Steward,1,1
13812,Staff,1,1
13812,Trail Guide,16,16
13812,Trainee,2,2
13813,Land Steward,1,1
13813,Staff,1,1
13813,Trail Guide,16,16
13813,Trainee,3,3
13814,NULL,2,2
13814,Staff,1,1
13815,Trail Guide,2,2
13849,Staff,1,0
13849,Trail Guide,6,5
13849,Trainee,2,0
13850,Staff,1,0
13850,Trail Guide,5,5
13850,Trainee,2,0
13851,Staff,1,0
13851,Trail Guide,4,4
13851,Trainee,2,1
13852,Staff,1,0
13852,Trail Guide,3,3
13852,Trainee,2,0
13853,Staff,1,0
13853,Trail Guide,3,2
13853,Trainee,2,0
13854,Staff,1,0
13854,Trail Guide,3,1
13854,Trainee,2,0
13855,Staff,1,0
13855,Trail Guide,3,3
13855,Trainee,2,0
13856,Staff,1,0
13856,Trail Guide,3,3
13856,Trainee,2,0
13857,Staff,1,0
13857,Trail Guide,3,2
13857,Trainee,2,0
13859,Staff,1,0
13859,Trail Guide,3,2
13859,Trainee,2,0
13860,Staff,1,0
13860,Trail Guide,3,3
13860,Trainee,2,0
13864,Staff,1,1
13864,Trail Guide,3,1
13864,Trainee,2,0
13866,Staff,1,0
13866,Trail Guide,5,3
13866,Trainee,2,0
13867,Staff,1,0
13867,Trail Guide,3,1
13867,Trainee,2,0
13868,Staff,1,0
13868,Trail Guide,5,3
13868,Trainee,2,0
13869,Staff,1,0
13869,Trail Guide,3,3
13869,Trainee,2,2
13873,Staff,1,0
13873,Trail Guide,5,2
13873,Trainee,2,1
13876,Docent,15,0
13876,Lead Land Steward,5,0
13876,Staff,10,0
13876,Trainee,1,0
13883,Docent,3,1
13883,Land Steward,3,0
13883,Lead Land Steward,3,0
13883,Staff,5,2
13883,Trail Boss,5,0
13883,Trail Guide,3,0
13883,Trainee,5,0
13890,Staff,1,0
13890,Trail Guide,3,2
13890,Trainee,2,0
13900,Staff,1,0
13900,Trail Guide,3,2
13900,Trainee,2,0
13901,Staff,1,0
13901,Trail Guide,3,3
13901,Trainee,2,0
13903,Staff,1,0
13903,Trail Guide,5,4
13903,Trainee,2,0
13904,Staff,1,0
13904,Trail Guide,3,3
13904,Trainee,2,1
13905,Staff,1,0
13905,Trail Guide,3,3
13905,Trainee,2,2
13906,Staff,1,0
13906,Trail Guide,3,0
13906,Trainee,2,0
13907,Staff,1,1
13907,Trail Guide,18,8
13907,Trainee,2,0
13916,Staff,1,0
13916,Trail Guide,3,2
13916,Trainee,2,0
13923,Driver - Regular,1,0
13923,Land Steward,3,0
13923,Staff,1,0
13923,Volunteer Steward,10,0
13958,Staff,1,1
13958,Trail Guide,4,4
13958,Trainee,2,0
13959,Staff,1,0
13959,Trail Guide,3,3
13959,Trainee,2,1
13960,Staff,1,0
13960,Trail Guide,3,3
13960,Trainee,2,0
13970,Staff,1,0
13970,Trail Guide,3,3
13970,Trainee,2,0
13971,Staff,1,0
13971,Trail Guide,3,1
13971,Trainee,2,0
13977,Camera Trap,2,2
13979,Land Steward,3,0
13979,Staff,1,0
13979,Volunteer Steward,6,0
13980,Land Steward,3,3
13980,Staff,1,0
13980,Trail Guide,3,1
13980,Trainee,3,0
13982,Land Steward,3,2
13982,Staff,2,2
13982,Volunteer Steward,6,1
13984,Land Steward,3,1
13984,Staff,1,0
13984,Volunteer Steward,6,1
13986,Land Steward,3,3
13986,Staff,1,1
13986,Trail Guide,3,0
13986,Trainee,3,0
13988,Land Steward,3,0
13988,Staff,1,1
13988,Volunteer Steward,6,0
13990,Land Steward,3,0
13990,Staff,2,2
13990,Volunteer Steward,6,0
13994,Land Steward,3,0
13994,Staff,1,0
13994,Volunteer Steward,6,1
13995,Land Steward,3,1
13995,Staff,1,0
13995,Volunteer Steward,6,1
13997,Land Steward,3,2
13997,Staff,1,0
13997,Trainee,3,0
13997,Volunteer Steward,7,0
13999,Land Steward,3,2
13999,Staff,1,1
13999,Volunteer Steward,6,0
14001,Land Steward,3,1
14001,Staff,1,0
14001,Volunteer Steward,6,1
14003,Land Steward,3,1
14003,Staff,1,1
14003,Trail Guide,3,1
14003,Volunteer Steward,7,0
14004,Land Steward,3,1
14004,Staff,1,0
14004,Volunteer Steward,10,0
14005,Land Steward,3,0
14005,Staff,1,0
14005,Volunteer Steward,10,0
14006,Driver - Regular,1,0
14006,Land Steward,3,0
14006,Staff,1,0
14006,Volunteer Steward,10,0
14007,Land Steward,3,0
14007,Staff,1,1
14007,Volunteer Steward,10,0
14008,Land Steward,3,0
14008,Staff,1,1
14008,Volunteer Steward,10,0
14009,Land Steward,3,1
14009,Staff,2,1
14009,Volunteer Steward,10,0
14010,Land Steward,3,0
14010,Staff,1,1
14010,Volunteer Steward,10,0
14011,Land Steward,3,1
14011,Staff,1,0
14011,Volunteer Steward,6,0
14012,Land Steward,3,0
14012,Staff,1,1
14012,Trail Guide,3,0
14012,Trainee,3,1
14015,Land Steward,3,0
14015,Staff,1,0
14015,Volunteer Steward,10,0
14016,Land Steward,3,1
14016,Staff,1,0
14016,Volunteer Steward,10,1
14017,Land Steward,3,1
14017,Staff,1,0
14017,Volunteer Steward,10,1
14018,Land Steward,3,0
14018,Staff,1,0
14018,Volunteer Steward,10,1
14019,Land Steward,3,0
14019,Staff,1,0
14019,Volunteer Steward,10,0
14033,Trail Guide,6,5
14036,Staff,1,0
14036,Trail Guide,5,4
14036,Trainee,2,0
14038,Staff,1,0
14038,Trail Guide,7,7
14038,Trainee,2,0
14040,Land Steward,3,0
14040,Staff,1,1
14040,Volunteer Steward,10,0
14043,Land Steward,3,1
14043,Staff,1,0
14043,Volunteer Steward,10,0
14044,Land Steward,3,0
14044,Staff,1,1
14044,Volunteer Steward,10,0
14045,Land Steward,3,0
14045,Staff,1,1
14045,Volunteer Steward,10,0
14046,Land Steward,3,0
14046,Staff,1,0
14046,Volunteer Steward,10,1
14048,Land Steward,3,0
14048,Staff,1,1
14048,Volunteer Steward,10,0
14055,Staff,1,0
14055,Trail Guide,3,2
14055,Trainee,2,0
14059,Staff,1,1
14059,Trail Guide,3,1
14059,Trainee,2,0
14060,Staff,1,0
14060,Trail Guide,3,1
14060,Trainee,2,0
14061,Staff,1,0
14061,Trail Guide,3,0
14061,Trainee,2,0
14062,Staff,1,0
14062,Trail Guide,3,3
14062,Trainee,2,0
14063,Staff,1,0
14063,Trail Guide,3,1
14063,Trainee,2,0
14064,Staff,1,0
14064,Trail Guide,3,3
14064,Trainee,2,0
14066,Staff,1,0
14066,Trail Guide,3,3
14066,Trainee,2,0
14068,Staff,1,0
14068,Trail Guide,3,3
14068,Trainee,2,0
14069,Staff,1,0
14069,Trail Guide,3,1
14069,Trainee,2,0
14070,Staff,1,0
14070,Trail Guide,3,1
14070,Trainee,2,0
14071,Staff,1,0
14071,Trail Guide,4,4
14071,Trainee,2,0
14072,Staff,1,0
14072,Trail Guide,4,3
14072,Trainee,2,0
14073,Staff,1,0
14073,Trail Guide,4,3
14073,Trainee,2,0
14074,Staff,1,0
14074,Trail Guide,4,1
14074,Trainee,2,0
14075,Land Steward,3,1
14075,Staff,1,0
14075,Volunteer Steward,3,1
14076,Staff,1,1
14076,Trail Guide,3,2
14076,Trainee,2,0
14077,Staff,1,1
14077,Trail Guide,3,2
14077,Trainee,2,0
14078,Staff,1,0
14078,Trail Guide,3,2
14078,Trainee,2,0
14079,Staff,1,0
14079,Trail Guide,4,4
14079,Trainee,2,0
14080,Land Steward,3,0
14080,Staff,2,0
14080,Volunteer Steward,3,1
14086,Staff,1,0
14086,Trail Guide,3,3
14086,Trainee,2,1
14087,Land Steward,3,1
14087,Staff,1,0
14087,Volunteer Steward,6,0
14088,Land Steward,3,1
14088,Staff,1,0
14088,Volunteer Steward,6,0
14090,Land Steward,3,0
14090,Staff,1,0
14090,Volunteer Steward,6,0
14091,Land Steward,3,0
14091,Staff,1,1
14091,Volunteer Steward,6,2
14097,Staff,1,0
14097,Trail Guide,3,3
14097,Trainee,2,0
14100,Staff,1,0
14100,Trail Guide,3,2
14100,Trainee,2,1
14101,Staff,1,1
14101,Trail Guide,4,4
14101,Trainee,2,1
14120,Staff,1,0
14120,Trail Guide,3,0
14120,Trainee,2,0
14124,Staff,1,0
14124,Trail Guide,3,1
14124,Trainee,2,0
14125,Staff,1,1
14125,Trail Guide,3,1
14125,Trainee,2,0
14126,Staff,1,0
14126,Trail Guide,3,2
14126,Trainee,2,0
14127,Staff,1,0
14127,Trail Guide,3,2
14127,Trainee,2,0
14128,Staff,1,0
14128,Trail Guide,3,2
14128,Trainee,2,0
14129,Staff,1,0
14129,Trail Guide,3,2
14129,Trainee,2,0
14135,Staff,1,0
14135,Trail Guide,3,3
14135,Trainee,2,0
14136,Staff,1,0
14136,Trail Guide,3,1
14136,Trainee,2,0
14140,Staff,1,0
14140,Trail Guide,3,1
14140,Trainee,2,1
14143,Staff,1,0
14143,Trail Guide,5,4
14143,Trainee,2,0
14145,NULL,3,0
14145,Staff,1,0
14145,Trail Guide,5,4
14145,Trainee,2,0
14146,Staff,1,0
14146,Trail Guide,3,1
14146,Trainee,2,0
14148,Staff,1,0
14148,Trail Guide,3,3
14148,Trainee,2,2
14150,Staff,1,0
14150,Trail Guide,5,3
14150,Trainee,2,0
14151,Staff,1,0
14151,Trail Guide,5,3
14151,Trainee,2,0
14152,Staff,1,0
14152,Trail Guide,3,3
14152,Trainee,2,1
14155,Staff,1,1
14155,Trail Guide,4,4
14155,Trainee,2,0
14156,Staff,1,0
14156,Trail Guide,5,5
14156,Trainee,2,2
14157,Staff,1,0
14157,Trail Guide,3,1
14157,Trainee,2,1
14158,Staff,1,0
14158,Trail Guide,4,4
14158,Trainee,2,1
14159,Staff,1,0
14159,Trail Guide,3,3
14159,Trainee,2,2
14160,Staff,1,0
14160,Trail Guide,3,3
14160,Trainee,2,0
14161,Staff,1,0
14161,Trail Guide,3,3
14161,Trainee,2,1
14162,Staff,1,0
14162,Trail Guide,3,2
14162,Trainee,2,0
14164,Staff,1,0
14164,Trail Guide,3,1
14164,Trainee,2,0
14165,Staff,1,0
14165,Trail Guide,3,2
14165,Trainee,2,0
14168,Staff,1,0
14168,Trail Guide,3,2
14168,Trainee,2,0
14170,Staff,1,0
14170,Trail Guide,3,3
14170,Trainee,2,0
14171,Staff,1,0
14171,Trail Guide,3,2
14171,Trainee,2,0
14179,Staff,1,1
14179,Trail Guide,3,0
14179,Trainee,2,0
14180,Staff,1,0
14180,Trail Guide,3,2
14180,Trainee,2,0
14181,Staff,1,0
14181,Trail Guide,3,1
14181,Trainee,2,0
14182,Staff,1,0
14182,Trail Guide,3,3
14182,Trainee,2,1
14183,Staff,1,1
14183,Trail Guide,3,0
14183,Trainee,2,0
14184,Staff,1,1
14184,Trail Guide,3,2
14184,Trainee,2,0
14185,Staff,1,0
14185,Trail Guide,6,5
14185,Trainee,2,0
14186,Staff,1,0
14186,Trail Guide,6,2
14186,Trainee,2,0
14187,Staff,1,1
14187,Trail Guide,6,5
14187,Trainee,2,0
14188,Staff,1,0
14188,Trail Guide,6,4
14188,Trainee,2,0
14189,Staff,1,0
14189,Trail Guide,6,3
14189,Trainee,2,0
14196,Staff,1,0
14196,Trail Guide,3,2
14196,Trainee,2,1
14197,Staff,1,0
14197,Trail Guide,3,3
14197,Trainee,2,0
14198,Staff,1,0
14198,Trail Guide,3,1
14198,Trainee,2,0
14199,Staff,1,0
14199,Trail Guide,3,3
14199,Trainee,2,0
14200,Staff,1,0
14200,Trail Guide,5,5
14200,Trainee,2,0
14204,Staff,1,0
14204,Trail Guide,3,2
14204,Trainee,2,0
14207,Staff,1,0
14207,Trail Guide,6,3
14207,Trainee,2,0
14208,Staff,1,0
14208,Trail Guide,6,6
14208,Trainee,2,0
14209,Staff,1,0
14209,Trail Guide,6,3
14209,Trainee,2,0
14210,Staff,1,0
14210,Trail Guide,6,4
14210,Trainee,2,0
14211,Staff,1,0
14211,Trail Guide,6,6
14211,Trainee,2,0
14212,Staff,1,0
14212,Trail Guide,6,5
14212,Trainee,2,0
14213,Staff,1,0
14213,Trail Guide,6,3
14213,Trainee,2,0
14214,Staff,1,0
14214,Trail Guide,6,4
14214,Trainee,2,0
14215,Staff,1,1
14215,Trail Guide,3,1
14215,Trainee,2,0
14216,Staff,1,0
14216,Trail Guide,3,1
14216,Trainee,2,0
14217,Staff,1,0
14217,Trail Guide,3,1
14217,Trainee,2,0
14218,Staff,1,0
14218,Trail Guide,3,1
14218,Trainee,2,0
14219,Staff,1,0
14219,Trail Guide,3,1
14219,Trainee,2,0
14220,Staff,1,0
14220,Trail Guide,3,1
14220,Trainee,2,0
14221,Staff,1,0
14221,Trail Guide,3,1
14221,Trainee,2,0
14222,Staff,1,1
14222,Trail Guide,3,0
14222,Trainee,2,0
14223,Staff,1,1
14223,Trail Guide,3,1
14223,Trainee,2,0
14224,Staff,1,0
14224,Trail Guide,3,1
14224,Trainee,2,0
14225,Staff,1,1
14225,Trail Guide,3,1
14225,Trainee,2,0
14226,Staff,1,0
14226,Trail Guide,3,0
14226,Trainee,2,0
14227,Staff,1,0
14227,Trail Guide,3,0
14227,Trainee,2,0
14228,Staff,1,0
14228,Trail Guide,1,1
14228,Trainee,3,0
14229,Staff,1,0
14229,Trail Guide,3,0
14229,Trainee,2,0
14230,Staff,1,0
14230,Trail Guide,3,3
14230,Trainee,2,0
14231,Staff,1,0
14231,Trail Guide,3,2
14231,Trainee,2,0
14232,Staff,1,0
14232,Trail Guide,3,2
14232,Trainee,2,0
14233,Staff,1,1
14233,Trail Guide,4,2
14233,Trainee,3,0
14238,Staff,1,0
14238,Trail Guide,3,3
14238,Trainee,2,0
14239,Staff,1,0
14239,Trail Guide,4,2
14239,Trainee,2,0
14240,Staff,1,1
14240,Trail Guide,4,2
14240,Trainee,3,0
14241,Staff,1,0
14241,Trail Guide,3,2
14241,Trainee,2,0
14242,Staff,1,0
14242,Trail Guide,3,3
14242,Trainee,2,2
14243,Staff,1,0
14243,Trail Guide,3,0
14243,Trainee,2,0
14247,Staff,1,0
14247,Trail Guide,3,3
14247,Trainee,2,0
14248,Staff,1,0
14248,Trail Guide,3,2
14248,Trainee,2,0
14249,Staff,1,1
14249,Trail Guide,3,3
14249,Trainee,2,0
14250,Staff,1,0
14250,Trail Guide,3,2
14250,Trainee,2,0
14251,Staff,1,0
14251,Trail Guide,3,2
14251,Trainee,2,0
14254,Staff,1,0
14254,Trail Guide,3,1
14254,Trainee,2,0
14255,Staff,1,0
14255,Trail Guide,3,2
14255,Trainee,2,0
14256,Staff,1,0
14256,Trail Guide,3,3
14256,Trainee,2,0
14257,Staff,1,0
14257,Trail Guide,3,3
14257,Trainee,2,1
14258,Staff,1,0
14258,Trail Guide,5,4
14258,Trainee,2,0
14259,Staff,1,0
14259,Trail Guide,3,2
14259,Trainee,2,0
14260,Staff,1,0
14260,Trail Guide,3,1
14260,Trainee,2,0
14261,Staff,1,0
14261,Trail Guide,3,1
14261,Trainee,2,0
14262,Staff,1,0
14262,Trail Guide,3,1
14262,Trainee,2,0
14263,Staff,1,1
14263,Trail Guide,3,2
14263,Trainee,2,0
14264,Staff,1,1
14264,Trail Guide,3,0
14264,Trainee,2,0
14265,Staff,1,1
14265,Trail Guide,3,1
14265,Trainee,2,0
14266,Staff,1,0
14266,Trail Guide,1,0
14266,Trainee,2,0
14267,Land Steward,3,0
14267,Staff,2,1
14267,Trail Boss,5,2
14267,Trail Guide,3,3
14267,Trainee,2,0
14267,Volunteer Steward,5,1
14269,Land Steward,3,0
14269,Staff,2,0
14269,Trail Boss,10,0
14269,Trail Guide,3,1
14269,Trainee,2,0
14272,Driver - Regular,1,1
14272,Trail Guide,3,3
14272,Trainee,1,1
14274,Staff,1,0
14274,Trail Guide,1,0
14274,Trainee,2,0
14275,Staff,1,0
14275,Trail Guide,1,0
14275,Trainee,2,0
14276,Staff,1,1
14276,Trail Guide,3,2
14276,Trainee,2,0
14277,Staff,1,0
14277,Trail Guide,3,2
14277,Trainee,2,0
14278,Staff,1,0
14278,Trail Guide,3,3
14278,Trainee,2,0
14281,Staff,1,1
14281,Trail Guide,3,2
14281,Trainee,2,0
14283,Staff,1,0
14283,Trail Guide,3,3
14283,Trainee,2,1
14284,Staff,1,0
14284,Trail Guide,3,2
14284,Trainee,2,0
14289,Staff,1,0
14289,Trail Guide,3,3
14289,Trainee,2,0
14293,Staff,1,0
14293,Trail Guide,3,2
14293,Trainee,2,0
14297,Staff,1,0
14297,Trail Guide,5,5
14297,Trainee,2,0
14300,Staff,1,0
14300,Trail Guide,3,1
14300,Trainee,2,0
14301,Staff,1,0
14301,Trail Guide,3,0
14301,Trainee,2,0
14309,Staff,1,0
14309,Trail Guide,3,3
14309,Trainee,2,1
14310,Staff,1,0
14310,Trail Guide,3,3
14310,Trainee,2,0
14315,Staff,1,0
14315,Trail Guide,3,1
14315,Trainee,2,0
14316,Staff,1,1
14316,Trail Guide,3,1
14316,Trainee,2,0
14317,Staff,1,1
14317,Trail Guide,3,3
14317,Trainee,2,0
14318,Staff,1,0
14318,Trail Guide,3,1
14318,Trainee,2,0
14319,Staff,1,0
14319,Trail Guide,3,1
14319,Trainee,2,0
14320,Staff,1,0
14320,Trail Guide,3,1
14320,Trainee,2,0
14322,Staff,1,1
14322,Trail Guide,3,1
14322,Trainee,2,0
14323,Staff,1,0
14323,Trail Guide,3,3
14323,Trainee,2,0
14324,Staff,1,0
14324,Trail Guide,3,2
14324,Trainee,2,0
14325,Staff,1,0
14325,Trail Guide,3,1
14325,Trainee,2,0
14326,Staff,1,0
14326,Trail Guide,3,2
14326,Trainee,2,0
14327,Staff,1,0
14327,Trail Guide,3,1
14327,Trainee,2,0
14328,Staff,1,0
14328,Trail Guide,3,3
14328,Trainee,2,0
14331,Staff,1,0
14331,Trail Guide,3,2
14331,Trainee,2,0
14332,Staff,1,0
14332,Trail Guide,3,2
14332,Trainee,2,0
14333,Staff,1,0
14333,Trail Guide,3,1
14333,Trainee,2,0
14334,Staff,1,0
14334,Trail Guide,3,0
14334,Trainee,2,0
14338,Staff,1,1
14338,Trail Guide,6,6
14338,Trainee,2,0
14339,Staff,1,0
14339,Trail Guide,5,5
14339,Trainee,2,0
14340,Staff,1,0
14340,Trail Guide,5,5
14340,Trainee,2,0
14341,Staff,1,0
14341,Trail Guide,5,3
14341,Trainee,2,0
14342,Staff,1,0
14342,Trail Guide,5,4
14342,Trainee,2,0
14343,Staff,1,0
14343,Trail Guide,5,3
14343,Trainee,2,0
14344,Staff,1,0
14344,Trail Guide,5,2
14344,Trainee,2,0
14345,Staff,1,0
14345,Trail Guide,5,4
14345,Trainee,2,0
14352,Staff,1,0
14352,Trail Guide,5,4
14352,Trainee,2,0
14365,Staff,1,1
14365,Trail Guide,3,1
14365,Trainee,2,0
14366,Staff,1,0
14366,Trail Guide,3,1
14366,Trainee,2,0
14367,Staff,1,0
14367,Trail Guide,3,1
14367,Trainee,2,0
14368,Staff,1,0
14368,Trail Guide,3,1
14368,Trainee,2,0
14369,Staff,1,0
14369,Trail Guide,3,3
14369,Trainee,2,0
14382,Staff,1,0
14382,Trail Guide,3,3
14382,Trainee,2,1
14401,Staff,1,1
14401,Trail Guide,3,1
14401,Trainee,2,0
14402,Staff,1,0
14402,Trail Guide,3,2
14402,Trainee,2,0
14403,Staff,1,0
14403,Trail Guide,3,2
14403,Trainee,2,0
14416,Trail Boss,1,1
14417,Trail Boss,1,1
14436,Camera Trap,2,2
14439,Camera Trap,2,2
14442,Camera Trap,2,2
14453,Camera Trap,2,2
14461,Staff,1,0
14461,Trail Guide,3,2
14461,Trainee,2,0
14466,Staff,1,0
14466,Trail Guide,4,3
14466,Trainee,2,0
14467,Staff,1,0
14467,Trail Guide,3,1
14467,Trainee,2,0
14469,Staff,1,1
14469,Trail Guide,3,2
14469,Trainee,2,0
14473,Staff,1,0
14473,Trail Guide,3,3
14473,Trainee,2,0
14474,Staff,1,0
14474,Trail Guide,3,3
14474,Trainee,2,0
14531,Trail Guide,4,4
14535,Camera Trap,1,1
14538,Camera Trap,1,1
14551,NULL,3,0
14551,Staff,1,0
14551,Trail Guide,6,6
14551,Trainee,2,0
14581,Trainee,3,3
14654,Trail Guide,1,0
14692,Staff,1,0
14692,Trail Guide,8,5
14692,Trainee,2,0
14695,Staff,1,0
14695,Trail Guide,8,4
14695,Trainee,2,0
14696,Staff,1,1
14696,Trail Guide,8,7
14696,Trainee,2,0
14697,NULL,3,0
14697,NULL,3,0
14697,Staff,1,0
14697,Trail Guide,8,6
14697,Trainee,2,0
14698,Staff,1,0
14698,Trail Guide,8,7
14698,Trainee,2,0
14700,Staff,1,0
14700,Trail Guide,8,7
14700,Trainee,2,0
14701,Staff,1,0
14701,Trail Guide,8,7
14701,Trainee,2,0
14702,Staff,1,0
14702,Trail Guide,8,5
14702,Trainee,2,0
14703,Staff,1,0
14703,Trail Guide,8,8
14703,Trainee,2,0
14704,Staff,1,0
14704,Trail Guide,8,6
14704,Trainee,2,0
14705,Staff,1,0
14705,Trail Guide,8,5
14705,Trainee,2,0
14751,Staff,1,0
14751,Trail Guide,5,3
14751,Trainee,2,0
14752,Staff,1,0
14752,Trail Guide,5,5
14752,Trainee,2,2
14753,Staff,1,0
